Sentence,Source,SourceType
"Darcy approaching them, and at no great distance.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"At length, however, our kind friend procured the wished-for direction.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
A small part of Derbyshire is all the present concern.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"No, no, you shall not deceive me: I know it to be impossible. This is a wretched beginning, indeed!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Not that _I_ think Charlotte so _very_ plain; but then she is our particular friend. She seems a very pleasant young woman, said Bingley.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, drawing near Elizabeth, said to her,-- Do you not feel a great inclination, Miss Bennet, to seize such an opportunity of dancing a reel? She smiled, but made no answer.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Lady Catherine de Bourgh s attention to his wishes, and consideration for his comfort, appeared very remarkable.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bingley is most unaffectedly modest.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy in anything, and persevered, therefore, in requiring an explanation of his two motives.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
We can all plague and punish one another.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet from fighting.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I understand that Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"His circumstances, he assured me, and I had no difficulty in believing it, were exceedingly bad.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But I have an aunt, too, who must not be longer neglected. From an unwillingness to confess how much her intimacy with Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Jane listened with astonishment and concern: she knew not how to believe that Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Her impatience for this second letter was as well rewarded as impatience generally is.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I know my own strength, and I shall never be embarrassed again by his coming.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy is uncommonly kind to Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She tried, however, to compose herself to answer him with patience, when he should have done.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Then too she is a perfectly natural girl.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"My aunt Philips came to Longbourn on Tuesday, after my father went away; and was so good as to stay till Thursday with me.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
“The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.”,http://quotes.toscrape.com/page/5/,quote
"Collins will be very glad of your company, I am sure. I am much obliged to your Ladyship for your kind invitation, replied Elizabeth; but it is not in my power to accept it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He has not an ill-natured look.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, she left Elizabeth to walk by herself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She now lost every expectation of pleasure.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
They seemed each of them to have the happiest memories in the world.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She counted the days that must intervene before their invitation could be sent--hopeless of seeing him before.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I have not the pleasure of understanding you, said he, when she had finished her speech.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
You would have been less amiable in my eyes had there _not_ been this little unwillingness; but allow me to assure you that I have your respected mother s permission for this address.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner added, in his letter, that they might expect to see their father at home on the following day, which was Saturday.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He took the hint and soon began with, This seems a very comfortable house.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
FITZWILLIAM DARCY. [Illustration] CHAPTER XXXVI.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I ought not to have said a word about it.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You are very ill. No, I thank you, she replied, endeavouring to recover herself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Upon my word, said Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"With many compliments to them, and much self-gratulation on the prospect of a connection between the houses, he unfolded the matter,--to an audience not merely wondering, but incredulous; for Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She was afraid of talking longer of his friend; and, having nothing else to say, was now determined to leave the trouble of finding a subject to him.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy called on his sister to join him in expressing their wish of seeing Mr. and Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But, to be sure, the good lady who showed us the house did give him a most flaming character!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Upon this signal, the youngest of her daughters put herself forward.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Elizabeth particularly, who knew that her mother owed to the latter the preservation of her favourite daughter from irremediable infamy, was hurt and distressed to a most painful degree by a distinction so ill applied.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Is _her_ husband, who is the son of his late father s steward, to be his brother?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I told you in the library, you know, that I should never speak to you again, and you will find me as good as my word.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You are very cautious, I suppose, as to its _being created_? I am, said he, with a firm voice.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"No aunt, no officers, no news could be sought after; the very shoe-roses for Netherfield were got by proxy.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
You must allow me to tell you how ardently I admire and love you. Elizabeth s astonishment was beyond expression.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy bequeathed me the next presentation of the best living in his gift.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She was overpowered by shame and vexation.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet was privileged to whisper it to Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
My uncle and aunt and I were to go together; and the others were to meet us at the church.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
[Illustration] The day passed much as the day before had done.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet was profuse in her acknowledgments.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"In town, I believe, he chiefly lived, but his studying the law was a mere pretence; and being now free from all restraint, his life was a life of idleness and dissipation.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy had been standing near enough for her to overhear a conversation between him and Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But perhaps you have been too pleasantly engaged to think of any third person, in which case you may be sure of my pardon. No, replied Jane, I have not forgotten him; but I have nothing satisfactory to tell you.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Hurst and Miss Bingley they were noticed only by a courtesy; and on their being seated, a pause, awkward as such pauses must always be, succeeded for a few moments.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But everybody is to judge for themselves, and the Lucases are a very good sort of girls, I assure you.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It was next to impossible that their cousin should come in a scarlet coat, and it was now some weeks since they had received pleasure from the society of a man in any other colour.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I am sure there was some great neglect or other on their side, for she is not the kind of girl to do such a thing, if she had been well looked after.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You are determined to ruin him in the opinion of all his friends, and make him the contempt of the world. Neither duty, nor honour, nor gratitude, replied Elizabeth, has any possible claim on me, in the present instance.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"No, no; I feel he may defy us there.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
“Life is what happens to us while we are making other plans.”,http://quotes.toscrape.com/page/2/,quote
"But they were entirely ignorant of what had passed; and their raptures continued, with little intermission, to the very day of Lydia s leaving home.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Is she handsome? She is a most charming young lady, indeed.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Wickham s society was of material service in dispelling the gloom which the late perverse occurrences had thrown on many of the Longbourn family.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet raised his eyes from his book as she entered, and fixed them on her face with a calm unconcern, which was not in the least altered by her communication.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"There is so much of gratitude or vanity in almost every attachment, that it is not safe to leave any to itself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I am sure I shan t get a wink of sleep all night.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
And even Mary could assure her family that she had no disinclination for it.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
In the next room is a new instrument just come down for her--a present from my master: she comes here to-morrow with him. Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I had not believed it possible. I suspected as much, replied Elizabeth.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
